"id","english_common_name","sporder","family","genus","species","subspecies","Scientific","Sequence","Order_","FamilyName","Family","Subfamily","Tribe","CommonName","Authority","BirdLifeTa","RedListCat","Synonyms","Alternativ","TaxonomicN","SISRecID","hand_match_notes","hand_match_confident"
"sp6630","Yellow-throated Warbler","Passeriformes","Parulidae","Setophaga","dominica",NA,"Setophaga dominica",10621,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Yellow-throated Warbler","(Linnaeus, 1766)","R","LC","Dendroica dominica",NA,"Setophaga dominica (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AOU (1998 & supplements).",22724793,NA,NA
"sp6730","Prairie Warbler","Passeriformes","Parulidae","Setophaga","discolor",NA,"Setophaga discolor",10624,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Prairie Warbler","(Vieillot, 1809)","R","LC","Dendroica discolor",NA,"Setophaga discolor (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721725,NA,NA
"sp6640","Grace's Warbler","Passeriformes","Parulidae","Setophaga","graciae",NA,"Setophaga graciae",10628,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Grace's Warbler","Baird, 1865","R","LC","Dendroica graciae",NA,"Setophaga graciae (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721708,NA,NA
"sp6650","Black-throated Gray Warbler","Passeriformes","Parulidae","Setophaga","nigrescens",NA,"Setophaga nigrescens",10629,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Black-throated Grey Warbler","(Townsend, 1837)","R","LC","Dendroica nigrescens","Black-throated Gray Warbler","Setophaga nigrescens (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721679,NA,NA
"sp6680","Townsend's Warbler","Passeriformes","Parulidae","Setophaga","townsendi",NA,"Setophaga townsendi",10630,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Townsend's Warbler","(Townsend, 1837)","R","LC","Dendroica townsendi",NA,"Setophaga townsendi (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721683,NA,NA
"sp6690","Hermit Warbler","Passeriformes","Parulidae","Setophaga","occidentalis",NA,"Setophaga occidentalis",10631,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Hermit Warbler","(Townsend, 1837)","R","LC","Dendroica occidentalis",NA,"Setophaga occidentalis (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721686,NA,NA
"sp6660","Golden-cheeked Warbler","Passeriformes","Parulidae","Setophaga","chrysoparia",NA,"Setophaga chrysoparia",10632,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Golden-cheeked Warbler","(Sclater & Salvin, 1861)","R","EN","Dendroica chrysoparia",NA,"Setophaga chrysoparia (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721692,NA,NA
"sp6670","Black-throated Green Warbler","Passeriformes","Parulidae","Setophaga","virens",NA,"Setophaga virens",10633,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Black-throated Green Warbler","(Gmelin, 1789)","R","LC","Dendroica virens",NA,"Setophaga virens (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721689,NA,NA
"sp6860","Canada Warbler","Passeriformes","Parulidae","Cardellina","canadensis",NA,"Cardellina canadensis",10666,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Canada Warbler","(Linnaeus, 1766)","R","LC","Wilsonia canadensis",NA,"Cardellina canadensis (del Hoyo and Collar 2016) was previously placed in the genus Wilsonia following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721882,NA,NA
"sp6850","Wilson's Warbler","Passeriformes","Parulidae","Cardellina","pusilla",NA,"Cardellina pusilla",10667,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Wilson's Warbler","(Wilson, 1811)","R","LC","Wilsonia pusilla",NA,"Cardellina pusilla (del Hoyo and Collar 2016) was previously placed in the genus Wilsonia following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721879,NA,NA
"sp6900","Red-faced Warbler","Passeriformes","Parulidae","Cardellina","rubrifrons",NA,"Cardellina rubrifrons",10668,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Red-faced Warbler","(Giraud, 1841)","R","LC",NA,NA,NA,22721885,NA,NA
"sp6880","Painted Redstart","Passeriformes","Parulidae","Myioborus","pictus",NA,"Myioborus pictus",10671,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Painted Whitestart","(Swainson, 1829)","R","LC",NA,"Painted Redstart",NA,22721894,NA,NA
"sp6090","Hepatic Tanager","Passeriformes","Cardinalidae","Piranga","flava",NA,"Piranga flava",10743,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Red Tanager","(Vieillot, 1822)","R","LC",NA,NA,"Piranga hepatica and P. flava (del Hoyo and Collar 2016) were previously lumped as P. hepatica following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103811599,NA,NA
"sp6100","Summer Tanager","Passeriformes","Cardinalidae","Piranga","rubra",NA,"Piranga rubra",10739,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Summer Tanager","(Linnaeus, 1758)","R","LC",NA,NA,NA,22722456,NA,NA
"sp6080","Scarlet Tanager","Passeriformes","Cardinalidae","Piranga","olivacea",NA,"Piranga olivacea",10738,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Scarlet Tanager","(Gmelin, 1789)","R","LC",NA,NA,NA,22722466,NA,NA
"sp6070","Western Tanager","Passeriformes","Cardinalidae","Piranga","ludoviciana",NA,"Piranga ludoviciana",10741,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Western Tanager","(Wilson, 1811)","R","LC",NA,NA,NA,22722471,NA,NA
"sp5930","Northern Cardinal","Passeriformes","Cardinalidae","Cardinalis","cardinalis",NA,"Cardinalis cardinalis",10744,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Northern Cardinal","(Linnaeus, 1758)","R","LC",NA,NA,NA,22723819,NA,NA
"sp5940","Pyrrhuloxia","Passeriformes","Cardinalidae","Cardinalis","sinuatus",NA,"Cardinalis sinuatus",10746,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Pyrrhuloxia","Bonaparte, 1838","R","LC",NA,NA,NA,22723825,NA,NA
"sp5950","Rose-breasted Grosbeak","Passeriformes","Cardinalidae","Pheucticus","ludovicianus",NA,"Pheucticus ludovicianus",10703,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Rose-breasted Grosbeak","(Linnaeus, 1766)","R","LC",NA,NA,NA,22723813,NA,NA
"sp5960","Black-headed Grosbeak","Passeriformes","Cardinalidae","Pheucticus","melanocephalus",NA,"Pheucticus melanocephalus",10704,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Black-headed Grosbeak","Swainson, 1827","R","LC",NA,NA,NA,22723816,NA,NA
"sp5970","Blue Grosbeak","Passeriformes","Cardinalidae","Passerina","caerulea",NA,"Passerina caerulea",10712,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Blue Grosbeak","(Linnaeus, 1758)","R","LC","Guiraca caerulea",NA,NA,22723939,NA,NA
"sp5990","Lazuli Bunting","Passeriformes","Cardinalidae","Passerina","amoena",NA,"Passerina amoena",10713,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Lazuli Bunting","(Say, 1823)","R","LC",NA,NA,NA,22723948,NA,NA
"sp5980","Indigo Bunting","Passeriformes","Cardinalidae","Passerina","cyanea",NA,"Passerina cyanea",10711,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Indigo Bunting","(Linnaeus, 1766)","R","LC",NA,NA,NA,22723951,NA,NA
"sp6000","Varied Bunting","Passeriformes","Cardinalidae","Passerina","versicolor",NA,"Passerina versicolor",10716,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Varied Bunting","(Bonaparte, 1838)","R","LC",NA,NA,NA,22723954,NA,NA
"sp6010","Painted Bunting","Passeriformes","Cardinalidae","Passerina","ciris",NA,"Passerina ciris",10717,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Painted Bunting","(Linnaeus, 1758)","R","LC",NA,NA,NA,22723957,NA,NA
"sp6040","Dickcissel","Passeriformes","Cardinalidae","Spiza","americana",NA,"Spiza americana",10710,"PASSERIFORMES","Cardinalidae","Cardinals",NA,NA,"Dickcissel","(Gmelin, 1789)","R","LC",NA,NA,NA,22723796,NA,NA
"sp3151","Spotted Dove","Columbiformes","Columbidae","Streptopelia","chinensis",NA,"Spilopelia chinensis",637,"COLUMBIFORMES","Columbidae","Pigeons, doves","Columbinae","Columbini","Eastern Spotted Dove","(Scopoli, 1786)","R","LC","Stigmatopelia chinensis","Spotted Dove","Spilopelia chinensis and S. suratensis (del Hoyo and Collar 2014) were previously placed in the genus Stigmatopelia and lumped as Stigmatopelia chinensis following Cheke (2005), and before that placed in the genus Streptopelia following Sibley and Monroe",60482887,"Eastern and Western. Use both",1
"sp3151","Spotted Dove","Columbiformes","Columbidae","Streptopelia","chinensis",NA,"Spilopelia suratensis",638,"COLUMBIFORMES","Columbidae","Pigeons, doves","Columbinae","Columbini","Western Spotted Dove","(Gmelin, 1789)","R","LC","Stigmatopelia chinensis","Spotted Dove","Spilopelia chinensis and S. suratensis (del Hoyo and Collar 2014) were previously placed in the genus Stigmatopelia and lumped as Stigmatopelia chinensis following Cheke (2005), and before that placed in the genus Streptopelia following Sibley and Monroe",60483076,"Eastern and Western. Use both",1
"sp4010","American Three-toed Woodpecker","Piciformes","Picidae","Picoides","dorsalis",NA,"Picoides tridactylus",3939,"PICIFORMES","Picidae","Woodpeckers","Picinae","Melanerpini","Three-toed Woodpecker","(Linnaeus, 1758)","R","LC",NA,NA,"Picoides tridactylus and P. funebris (del Hoyo and Collar 2014) were previously lumped as P. tridactylus following AOU (2003). P. tridactylus (del Hoyo and Collar 2014) was previously split into P. tridactylus and P. dorsalis following AOU (2003), and pr",22727137,"Three-toed woodpecker but different scientific name (P. tridactylus). Wikipedia/BirdLife say IUCN does not recognize them as different species.",1
"sp3950","Red-cockaded Woodpecker","Piciformes","Picidae","Dryobates","borealis",NA,"Leuconotopicus borealis",3978,"PICIFORMES","Picidae","Woodpeckers","Picinae","Melanerpini","Red-cockaded Woodpecker","(Vieillot, 1809)","R","NT","Picoides borealis",NA,"Leuconotopicus borealis (del Hoyo and Collar 2014) was previously placed in the genus Picoides.",22681158,"syn Leuconotopicus�borealis",1
"sp3930","Hairy Woodpecker","Piciformes","Picidae","Dryobates","villosus",NA,"Leuconotopicus villosus",3975,"PICIFORMES","Picidae","Woodpeckers","Picinae","Melanerpini","Hairy Woodpecker","(Linnaeus, 1766)","R","LC","Picoides villosus",NA,"Leuconotopicus villosus (del Hoyo and Collar 2014) was previously placed in the genus Picoides.",22681166,"syn Leuconotopicus villosus",1
"sp3990","White-headed Woodpecker","Piciformes","Picidae","Dryobates","albolarvatus",NA,"Leuconotopicus albolarvatus",3979,"PICIFORMES","Picidae","Woodpeckers","Picinae","Melanerpini","White-headed Woodpecker","(Cassin, 1850)","R","LC","Picoides albolarvatus",NA,"Leuconotopicus albolarvatus (del Hoyo and Collar 2014) was previously placed in the genus Picoides.",22681169,"syn Leuconotopicus albolarvatus",1
"sp3975","Arizona Woodpecker","Piciformes","Picidae","Dryobates","arizonae",NA,"Leuconotopicus arizonae",3976,"PICIFORMES","Picidae","Woodpeckers","Picinae","Melanerpini","Arizona Woodpecker","(Hargitt, 1886)","R","LC","Picoides arizonae",NA,"Leuconotopicus arizonae (del Hoyo and Collar 2014) was previously placed in the genus Picoides. Picoides stricklandi (Sibley and Monroe 1990, 1993) was previously split into P. stricklandi and P. arizonae following AOU (2000).",22729044,"syn Leuconotopicus arizonae",1
"sp4050","Pileated Woodpecker","Piciformes","Picidae","Dryocopus","pileatus",NA,"Hylatomus pileatus",3900,"PICIFORMES","Picidae","Woodpeckers","Picinae","Picini","Pileated Woodpecker","(Linnaeus, 1758)","R","LC","Dryocopus pileatus",NA,"Hylatomus pileatus (del Hoyo and Collar 2014) was previously placed in the genus Dryocopus.",22681363,"syn Hylatomus pileatus",1
"sp4813","Woodhouse's Scrub-Jay","Passeriformes","Corvidae","Aphelocoma","woodhouseii",NA,"Aphelocoma californica",7024,"PASSERIFORMES","Corvidae","Crows and jays",NA,NA,"Western Scrub-jay","(Vigors, 1839)","R","LC","Aphelocoma insularis",NA,"Aphelocoma californica and A. insularis (AOU [1998 & supplements]; Sibley & Monroe [1990, 1993]) have been lumped into A. califonica following del Hoyo and Collar (2016).",103727785,"Until recently, considered same species as A. californica",1
"sp4760","Yellow-billed Magpie","Passeriformes","Corvidae","Pica","nuttalli",NA,"Pica nutalli",6960,"PASSERIFORMES","Corvidae","Crows and jays",NA,NA,"Yellow-billed Magpie","(Audubon, 1837)","R","VU",NA,NA,"Pica nutalli (del Hoyo and Collar 2016) was previously listed as P. nuttalli.",22705874,"Pica nutalli (one t)",1
"sp5140","Evening Grosbeak","Passeriformes","Fringillidae","Coccothraustes","vespertinus",NA,"Hesperiphona vespertina",10060,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Coccothraustini","Evening Grosbeak","(Cooper, 1825)","R","VU","Hesperiphona vespertina; Coccothraustes vespertinus",NA,"Hesperiphona vespertina (del Hoyo and Collar 2016) was previously placed in the genus Coccothraustes and listed as C. vespertinus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22720702,"syn Hesperiphona vespertina",1
"sp5590","American Tree Sparrow","Passeriformes","Passerellidae","Spizelloides","arborea",NA,"Passerella arborea",10425,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"American Tree Sparrow","(Wilson, 1810)","R","LC","Spizella arborea",NA,"Passerella arborea (del Hoyo and Collar 2016) was previously placed in the genus Spizella following AOU (1998 & supplements); Sibley & Monroe (1990, 1993).",22721159,"syn Passerella arborea",1
"sp5738","Sagebrush Sparrow","Passeriformes","Passerellidae","Amphispiza","belli","belli","Artemisiospiza belli",10431,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Bell's Sparrow","(Cassin, 1850)","R","LC",NA,NA,"Artemisiospiza belli and A. nevadensis (del Hoyo and Collar 2016) were previously placed in the genus Amphispiza and lumped as A. belli following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103780113,"syn Artemisiospiza belli",1
"sp5738","Sagebrush Sparrow","Passeriformes","Passerellidae","Amphispiza","belli","nevadensis","Artemisiospiza belli",10431,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Bell's Sparrow","(Cassin, 1850)","R","LC",NA,NA,"Artemisiospiza belli and A. nevadensis (del Hoyo and Collar 2016) were previously placed in the genus Amphispiza and lumped as A. belli following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103780113,"syn Artemisiospiza belli",1
"sp5450","Baird's Sparrow","Passeriformes","Passerellidae","Centronyx","bairdii",NA,"Passerculus bairdii",10438,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Baird's Sparrow","(Audubon, 1844)","R","LC","Ammodramus bairdii",NA,"Passerculus bairdii (del Hoyo and Collar 2016) was previously placed in the genus Ammodramus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721141,"syn Passerculus bairdii",1
"sp5470","Henslow's Sparrow","Passeriformes","Passerellidae","Centronyx","henslowii",NA,"Passerculus henslowii",10439,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Henslow's Sparrow","(Audubon, 1829)","R","LC","Ammodramus henslowii",NA,"Passerculus henslowii (del Hoyo and Collar 2016) was previously placed in the genus Ammodramus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993).",22721138,"syn Passerculus henslowii",1
"sp5080","Bullock's Oriole","Passeriformes","Icteridae","Icterus","bullockii",NA,"Icterus bullockiorum",10493,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Icterini","Bullock's Oriole","(Swainson, 1827)","R","LC","Icterus bullockii",NA,NA,22729123,"syn Icterus bullockiorum",1
"sp6410","Blue-winged Warbler","Passeriformes","Parulidae","Vermivora","pinus",NA,"Mniotilta varia",10569,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Black-and-white Warbler","(Linnaeus, 1766)","R","LC",NA,"Black-and-White Warbler",NA,22721758,"as Vermivora cyanoptera",1
"sp6470","Tennessee Warbler","Passeriformes","Parulidae","Oreothlypis","peregrina",NA,"Leiothlypis peregrina",10574,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Tennessee Warbler","(Wilson, 1811)","R","LC","Vermivora peregrina",NA,"Leiothlypis peregrina (del Hoyo and Collar 2016) was previously placed in the genus Vermivora following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721621,"as Leiothlypis peregrina",1
"sp6460","Orange-crowned Warbler","Passeriformes","Parulidae","Oreothlypis","celata",NA,"Leiothlypis celata",10575,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Orange-crowned Warbler","(Say, 1823)","R","LC","Vermivora celata",NA,"Leiothlypis celata (del Hoyo and Collar 2016) was previously placed in the genus Vermivora following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721624,"as Leiothlypis celata",1
"sp6460","Orange-crowned Warbler","Passeriformes","Parulidae","Oreothlypis","celata","sordida","Leiothlypis celata",10575,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Orange-crowned Warbler","(Say, 1823)","R","LC","Vermivora celata",NA,"Leiothlypis celata (del Hoyo and Collar 2016) was previously placed in the genus Vermivora following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721624,"as Leiothlypis celata",1
"sp6430","Lucy's Warbler","Passeriformes","Parulidae","Oreothlypis","luciae",NA,"Leiothlypis luciae",10577,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Lucy's Warbler","(Cooper, 1861)","R","LC","Vermivora luciae",NA,"Leiothlypis luciae (del Hoyo and Collar 2016) was previously placed in the genus Vermivora following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721636,"as Leiothlypis luciae",1
"sp6450","Nashville Warbler","Passeriformes","Parulidae","Oreothlypis","ruficapilla",NA,"Leiothlypis ruficapilla",10578,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Nashville Warbler","(Wilson, 1811)","R","LC","Vermivora ruficapilla",NA,"Leiothlypis ruficapilla (del Hoyo and Collar 2016) was previously placed in the genus Vermivora following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721627,"as Leiothlypis ruficapilla",1
"sp6440","Virginia's Warbler","Passeriformes","Parulidae","Oreothlypis","virginiae",NA,"Leiothlypis virginiae",10579,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Virginia's Warbler","(Baird, 1860)","R","LC","Vermivora virginiae",NA,"Leiothlypis virginiae (del Hoyo and Collar 2016) was previously placed in the genus Vermivora following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721630,"as Leiothlypis virginiae",1
